"V1","V2"
"360",2155,1
"361",2156,1
"362",2157,1
"363",2158,1
"364",2159,1
"365",2160,1
"366",2161,1
"367",2162,1
"368",2164,1
"369",2165,1
"370",2166,1
"371",2167,1
"372",2168,1
"373",2169,1
"374",2170,1
"375",2171,1
"376",2172,1
"377",2173,1
"378",2174,1
"379",2175,1
"380",2176,1
"381",2177,1
"382",2178,1
"383",2179,1
"384",2180,1
"385",2181,1
"386",2182,1
"387",2183,1
"388",2184,1
"389",2185,1
"390",2186,1
"391",2187,1
"392",2188,1
"393",2189,1
"394",2190,1
"395",2191,1
"396",2192,1
"397",2193,1
"398",2194,1
"399",2195,1
"400",2196,1
"401",2197,1
"402",2198,1
"403",2199,1
"404",2200,1
"405",2201,1
"406",2202,1
"407",2203,1
"408",2204,1
"409",2205,1
"410",2206,1
"411",2207,1
"412",2208,1
"413",2209,1
"414",2210,1
"415",2211,1
"416",2212,1
"417",2213,1
"418",2214,1
"419",2215,1
"420",2216,1
"421",2217,1
"422",2218,1
"423",2219,1
"424",2220,1
"425",2221,1
"426",2222,1
"427",2223,1
"428",2224,1
"429",2225,1
"430",2226,1
"431",2227,1
"432",2228,1
"433",2229,1
"434",2230,1
"435",2231,1
"436",2232,1
"437",2233,1
"438",2234,1
"439",2235,1
"440",2236,1
"441",2237,1
"442",2238,1
"443",2239,1
"444",2240,1
"445",2241,1
"446",2242,1
"447",2243,1
"448",2244,1
"449",2245,1
"450",2246,1
"451",2247,1
"452",2248,1
"453",2249,1
"454",2250,1
"455",2251,1
"456",2252,1
"457",2254,1
"458",2255,1
"459",2256,1
"460",2258,1
"461",2259,1
"462",3001,1
"463",3002,1
"464",3003,1
"465",3004,1
"466",3005,1
"467",3006,1
"468",3007,1
"469",3008,1
"470",3009,1
"471",3010,1
"472",3011,1
"473",3012,1
"474",3013,1
"475",3014,1
"476",3015,1
"477",3016,1
"478",3017,1
"479",3018,1
"480",3019,1
"481",3020,1
"482",3021,1
"483",3022,1
"484",3023,1
"485",3024,1
"486",3025,1
"487",3026,1
"488",3027,1
"489",3028,1
"490",3029,1
"491",3030,1
"492",3031,1
"493",3032,1
"494",3033,1
"495",3034,1
"496",3035,1
"497",3036,1
"498",3037,1
"499",3038,1
"500",3039,1
"501",3040,1
"502",3041,1
"503",3042,1
"504",3043,1
"505",3044,1
"506",3045,1
"507",3046,1
"508",3047,1
"509",3048,1
"510",3049,1
"511",3050,1
"512",3051,1
"513",3052,1
"514",3053,1
"515",3054,1
"516",3055,1
"517",3056,1
"518",3057,1
"519",3058,1
"520",3059,1
"521",3060,1
"522",3061,1
"523",3062,1
"524",3063,1
"525",3064,1
"526",3065,1
"527",3066,1
"528",3067,1
"529",3068,1
"530",3069,1
"531",3070,1
"532",3071,1
"533",3072,1
"534",3073,1
"535",3074,1
"536",3075,1
"537",3076,1
"538",3077,1
"539",3078,1
"540",3079,1
"541",3080,1
"542",3081,1
"543",3082,1
"544",3083,1
"545",3084,1
"546",3085,1
"547",3086,1
"548",3087,1
"549",3089,1
"550",3090,1
"551",3091,1
"552",3092,1
"553",3093,1
"554",3095,1
"555",3096,1
"556",3097,1
"557",3098,1
"558",3099,1
"559",3100,1
"560",3101,1
"561",3102,1
"562",3103,1
"563",3105,1
"564",3106,1
"565",3107,1
"566",3108,1
"567",3109,1
"568",3110,1
"569",3111,1
"570",3112,1
"571",3113,1
"572",3114,1
"573",3115,1
"574",3116,1
"575",3117,1
"576",3118,1
"577",3119,1
"578",3120,1
"579",3121,1
"580",3122,1
"581",3123,1
"582",3124,1
"583",3125,1
"584",3126,1
"585",3127,1
"586",3128,1
"587",3129,1
"588",3130,1
"589",3131,1
"590",3132,1
"591",3133,1
"592",3134,1
"593",3135,1
"594",3136,1
"595",3137,1
"596",3138,1
"597",3139,1
"598",3140,1
"599",3141,1
"600",3142,1
"601",3143,1
"602",3144,1
"603",3145,1
"604",3146,1
"605",3147,1
"606",3148,1
"607",3149,1
"608",3150,1
"609",3151,1
"610",3152,1
"611",3153,1
"612",3154,1
"613",3155,1
"614",3156,1
"615",3157,1
"616",3158,1
"617",3159,1
"618",3160,1
"619",3161,1
"620",3162,1
"621",3163,1
"622",3164,1
"623",3165,1
"624",3166,1
"625",3167,1
"626",3168,1
"627",3169,1
"628",3170,1
"629",3171,1
"630",3172,1
"631",3173,1
"632",3174,1
"633",3175,1
"634",3176,1
"635",3177,1
"636",3178,1
"637",3179,1
"638",3180,1
"639",3181,1
"640",3182,1
"641",3183,1
"642",3184,1
"643",3185,1
"644",3186,1
"645",3187,1
"646",3188,1
"647",3189,1
"648",3190,1
"649",3191,1
"650",3192,1
"651",3193,1
"652",3194,1
"653",3195,1
"654",3196,1
"655",3197,1
"656",3198,1
"657",3199,1
"658",3200,1
"659",3201,1
"660",3202,1
"661",3203,1
"662",3204,1
"663",3205,1
"664",3206,1
"665",3208,1
"666",3209,1
"667",3210,1
"668",3211,1
"669",3212,1
"670",3213,1
"671",3214,1
"672",3215,1
"673",3216,1
"674",3217,1
"675",3218,1
"676",3219,1
"677",3220,1
"678",3221,1
"679",3222,1
"680",3223,1
"681",3224,1
"682",3225,1
"683",3226,1
"684",3227,1
"685",3228,1
"686",3229,1
"687",3230,1
"688",3231,1
"689",3232,1
"690",3233,1
"691",3234,1
"692",3235,1
"693",3236,1
"694",3237,1
"695",3238,1
"696",3239,1
"697",3240,1
"698",3241,1
"699",3242,1
"700",3243,1
"701",3244,1
"702",3245,1
"703",3246,1
"704",3247,1
"705",3248,1
"706",3249,1
"707",3250,1
"708",3251,1
"709",3252,1
"710",3253,1
"711",3254,1
"712",3255,1
"713",3256,1
"714",3257,1
"715",3258,1
"716",3259,1
"717",3260,1
"718",3261,1
"719",3262,1
"720",3263,1
"721",3264,1
"722",3265,1
"723",3266,1
"724",3267,1
"725",3268,1
"726",3269,1
"727",3270,1
"728",3271,1
"729",3272,1
"730",3273,1
"731",3275,1
"732",3276,1
"733",3277,1
"734",3278,1
"735",3280,1
"736",3281,1
"737",3282,1
"738",3283,1
"739",3284,1
"740",3285,1
"741",3286,1
"742",3287,1
"743",3288,1
"744",3289,1
"745",3290,1
"746",3291,1
"747",3292,1
"748",3293,1
"749",3294,1
"750",3295,1
"751",3296,1
"752",3297,1
"753",3298,1
"754",3299,1
"755",3300,1
"756",3301,1
"757",4002,1
"758",4003,1
"759",4004,1
"760",4005,1
"761",4006,1
"762",4007,1
"763",4008,1
"764",4009,1
"765",4010,1
"766",4011,1
"767",4012,1
"768",4013,1
"769",4014,1
"770",4015,1
"771",4016,1
"772",4017,1
"773",4018,1
"774",4019,1
"775",4020,1
"776",4021,1
"777",4022,1
"778",4023,1
"779",4024,1
"780",4025,1
"781",4026,1
"782",4027,1
"783",4028,1
"784",4030,1
"785",4031,1
"786",4032,1
"787",4033,1
"788",4036,1
"789",4037,1
"790",4038,1
"791",4039,1
"792",4040,1
"793",4041,1
"794",4043,1
"795",4044,1
"796",4046,1
"797",4047,1
"798",4048,1
"799",4049,1
"800",4050,1
"801",4051,1
"802",4052,1
"803",4053,1
"804",4054,1
"805",4055,1
"806",4056,1
"807",4057,1
"808",4058,1
"809",4059,1
"810",4060,1
"811",4061,1
"812",4062,1
"813",4063,1
"814",4064,1
"815",4065,1
"816",4066,1
"817",4067,1
"818",4068,1
"819",4069,1
"820",4070,1
"821",4071,1
"822",4072,1
"823",4073,1
"824",4074,1
"825",4075,1
"826",4076,1
"827",4077,1
"828",4078,1
"829",4079,1
"830",4080,1
"831",4081,1
"832",4082,1
"833",4083,1
"834",4084,1
"835",4085,1
"836",4086,1
"837",4087,1
"838",4088,1
"839",4089,1
"840",4090,1
"841",4091,1
"842",4092,1
"843",4093,1
"844",4094,1
"845",4095,1
"846",4096,1
"847",4097,1
"848",4098,1
"849",4099,1
"850",4100,1
"851",4101,1
"852",4102,1
"853",4103,1
"854",4104,1
"855",4105,1
"856",4106,1
"857",4107,1
"858",4108,1
"859",4109,1
"860",4110,1
"861",4111,1
"862",4112,1
"863",4113,1
"864",4114,1
"865",4115,1
"866",4116,1
"867",4117,1
"868",4118,1
"869",4119,1
"870",4120,1
"871",4121,1
"872",4122,1
"873",4123,1
"874",4124,1
"875",4125,1
"876",4126,1
"877",4127,1
"878",4128,1
"879",4129,1
"880",4130,1
"881",4131,1
"882",4132,1
"883",4133,1
"884",4134,1
"885",4135,1
"886",4136,1
"887",4137,1
"888",4138,1
"889",4139,1
"890",4140,1
"891",4141,1
"892",4142,1
"893",4143,1
"894",4144,1
"895",4145,1
"896",4146,1
"897",4147,1
"898",4148,1
"899",4149,1
"900",4150,1
"901",4151,1
"902",4152,1
"903",4153,1
"904",4154,1
"905",4155,1
"906",4157,1
"907",4158,1
"908",4159,1
"909",4160,1
"910",4161,1
"911",4162,1
"912",4163,1
"913",4165,1
"914",4166,1
"915",4167,1
"916",4168,1
"917",4169,1
"918",4170,1
"919",4171,1
"920",4172,1
"921",4173,1
"922",4174,1
"923",4175,1
"924",4176,1
"925",4177,1
"926",4178,1
"927",4179,1
"928",4180,1
"929",4181,1
"930",4182,1
"931",4183,1
"932",4184,1
"933",4185,1
"934",4186,1
"935",4187,1
"936",4188,1
"937",4189,1
"938",4190,1
"939",4191,1
"940",4192,1
"941",4193,1
"942",4194,1
"943",4195,1
"944",4196,1
"945",4198,1
"946",4199,1
"947",4200,1
"948",4201,1
"949",4202,1
"950",4203,1
"951",4204,1
"952",4205,1
"953",4206,1
"954",5001,1
"955",5002,1
"956",5003,1
"957",5004,1
"958",5005,1
"959",5006,1
"960",5007,1
"961",5008,1
"962",5009,1
"963",5010,1
"964",5011,1
"965",5013,1
"966",5014,1
"967",5015,1
"968",5016,1
"969",5017,1
"970",5018,1
"971",5019,1
"972",5020,1
"973",5021,1
"974",5023,1
"975",5024,1
"976",5025,1
"977",5026,1
"978",5027,1
"979",5028,1
"980",5029,1
"981",5030,1
"982",5031,1
"983",5032,1
"984",5033,1
"985",5034,1
"986",5035,1
"987",5036,1
"988",5037,1
"989",5038,1
"990",5039,1
"991",5040,1
"992",5041,1
"993",5042,1
"994",5043,1
"995",5044,1
"996",5045,1
"997",5046,1
"998",5047,1
"999",5048,1
"1000",5049,1
"1001",5050,1
"1002",5051,1
"1003",5052,1
"1004",5053,1
"1005",5054,1
"1006",5055,1
"1007",5056,1
"1008",5059,1
"1009",5060,1
"1010",5061,1
"1011",5062,1
"1012",5063,1
"1013",5064,1
"1014",5065,1
"1015",5066,1
"1016",5067,1
"1017",5068,1
"1018",5070,1
"1019",5071,1
"1020",5072,1
"1021",5073,1
"1022",5074,1
"1023",5075,1
"1024",5076,1
"1025",5077,1
"1026",5078,1
"1027",5079,1
"1028",5080,1
"1029",5081,1
"1030",5082,1
"1031",5083,1
"1032",5085,1
"1033",5086,1
"1034",5087,1
"1035",5088,1
"1036",5089,1
"1037",5090,1
"1038",5091,1
"1039",5092,1
"1040",5093,1
"1041",5094,1
"1042",5095,1
"1043",5096,1
"1044",5097,1
"1045",5098,1
"1046",5099,1
"1047",5100,1
"1048",5101,1
"1049",5102,1
"1050",5103,1
"1051",5104,1
"1052",5105,1
"1053",5106,1
"1054",5107,1
"1055",5108,1
"1056",5109,1
"1057",5110,1
"1058",5111,1
"1059",5112,1
"1060",5113,1
"1061",5114,1
"1062",5115,1
"1063",5116,1
"1064",5117,1
"1065",5119,1
"1066",5120,1
"1067",5121,1
"1068",5122,1
"1069",5123,1
"1070",5124,1
"1071",5125,1
"1072",5126,1
"1073",5127,1
"1074",5128,1
"1075",5129,1
"1076",5130,1
"1077",5131,1
"1078",5132,1
"1079",5133,1
"1080",5134,1
"1081",5135,1
"1082",5136,1
"1083",5137,1
"1084",5138,1
"1085",5139,1
"1086",5140,1
"1087",5141,1
"1088",5142,1
"1089",5143,1
"1090",5144,1
"1091",5145,1
"1092",5146,1
"1093",5147,1
"1094",5148,1
"1095",5149,1
"1096",5150,1
"1097",5151,1
"1098",5152,1
"1099",5153,1
"1100",5154,1
"1101",5155,1
"1102",5156,1
"1103",5157,1
"1104",5158,1
"1105",5159,1
"1106",5160,1
"1107",5161,1
"1108",5162,1
"1109",5163,1
"1110",5164,1
"1111",5165,1
"1112",5166,1
"1113",5167,1
"1114",5168,1
"1115",5169,1
"1116",5170,1
"1117",5171,1
"1118",5172,1
"1119",5173,1
"1120",5174,1
"1121",5175,1
"1122",5176,1
"1123",5178,1
"1124",5179,1
"1125",5180,1
"1126",5181,1
"1127",5182,1
"1128",5183,1
"1129",5184,1
"1130",5185,1
"1131",5186,1
"1132",5187,1
"1133",5188,1
"1134",5189,1
"1135",5190,1
"1136",5191,1
"1137",5192,1
"1138",5193,1
"1139",5194,1
"1140",5195,1
"1141",5196,1
"1142",5197,1
"1143",5198,1
"1144",5199,1
"1145",5200,1
"1146",5201,1
"1147",5202,1
"1148",5203,1
"1149",5204,1
"1150",5205,1
"1151",5206,1
"1152",5207,1
"1153",5208,1
"1154",5209,1
"1155",5210,1
"1156",5211,1
"1157",5212,1
"1158",5213,1
"1159",5214,1
"1160",5215,1
"1161",5216,1
"1162",5217,1
"1163",5218,1
"1164",5219,1
"1165",5220,1
"1166",5221,1
"1167",5222,1
"1168",5223,1
"1169",5224,1
"1170",5225,1
"1171",5226,1
"1172",5227,1
"1173",5228,1
"1174",5229,1
"1175",5230,1
"1176",5231,1
"1177",5232,1
"1178",5233,1
"1179",5234,1
"1180",5235,1
"1181",5236,1
"1182",5237,1
"1183",5238,1
"1184",5239,1
"1185",5240,1
"1186",5241,1
"1187",5242,1
"1188",5243,1
"1189",5244,1
"1190",5245,1
"1191",5246,1
"1192",5247,1
"1193",5248,1
"1194",5249,1
"1195",5250,1
"1196",5251,1
"1197",5252,1
"1198",5253,1
"1199",5254,1
"1200",5255,1
"1201",5256,1
"1202",5257,1
"1203",5258,1
"1204",5259,1
"1205",5260,1
"1206",5261,1
"1207",5262,1
"1208",5263,1
"1209",5264,1
"1210",5265,1
"1211",5266,1
"1212",5267,1
"1213",5268,1
"1214",5269,1
"1215",5270,1
"1216",5271,1
"1217",5272,1
"1218",5273,1
"1219",5274,1
"1220",5275,1
"1221",5276,1
"1222",5277,1
"1223",5278,1
"1224",5279,1
"1225",5280,1
"1226",5281,1
"1227",5282,1
"1228",5283,1
"1229",5284,1
"1230",5285,1
"1231",5286,1
"1232",5287,1
"1233",5288,1
"1234",6001,1
"1235",6003,1
"1236",6004,1
"1237",6005,1
"1238",6006,1
"1239",6007,1
"1240",6008,1
"1241",6009,1
"1242",6010,1
"1243",6011,1
"1244",6012,1
"1245",6013,1
"1246",6014,1
"1247",6015,1
"1248",6016,1
"1249",6017,1
"1250",6018,1
"1251",6019,1
"1252",6020,1
"1253",6021,1
"1254",6022,1
"1255",6023,1
"1256",6024,1
"1257",6025,1
"1258",6026,1
"1259",6027,1
"1260",6028,1
"1261",6029,1
"1262",6030,1
"1263",6031,1
"1264",6032,1
"1265",6033,1
"1266",6034,1
"1267",6035,1
"1268",6036,1
"1269",6037,1
"1270",6038,1
"1271",6039,1
"1272",6040,1
"1273",6041,1
"1274",6042,1
"1275",6043,1
"1276",6044,1
"1277",6045,1
"1278",6046,1
"1279",6047,1
"1280",6048,1
"1281",6049,1
"1282",6050,1
"1283",6051,1
"1284",6052,1
"1285",6054,1
"1286",6056,1
"1287",6057,1
"1288",6058,1
"1289",6059,1
"1290",6060,1
"1291",6061,1
"1292",6062,1
"1293",6063,1
"1294",6064,1
"1295",6065,1
"1296",6066,1
"1297",6067,1
"1298",6068,1
"1299",6069,1
"1300",6070,1
"1301",6071,1
"1302",6073,1
"1303",6074,1
"1304",6075,1
"1305",6076,1
"1306",6077,1
"1307",6078,1
"1308",6079,1
"1309",6080,1
"1310",6081,1
"1311",6082,1
"1312",6084,1
"1313",6085,1
"1314",6086,1
"1315",6087,1
"1316",6088,1
"1317",6089,1
"1318",6090,1
"1319",6091,1
"1320",6092,1
"1321",6093,1
"1322",6094,1
"1323",6095,1
"1324",6096,1
"1325",6097,1
"1326",6098,1
"1327",6099,1
"1328",6100,1
"1329",6101,1
"1330",6102,1
"1331",6103,1
"1332",6105,1
"1333",6106,1
"1334",6107,1
"1335",6108,1
"1336",6109,1
"1337",6110,1
"1338",6111,1
"1339",6112,1
"1340",6113,1
"1341",6114,1
"1342",6115,1
"1343",6116,1
"1344",6117,1
"1345",6118,1
"1346",6119,1
"1347",6120,1
"1348",6121,1
"1349",6122,1
"1350",6123,1
"1351",6124,1
"1352",6126,1
"1353",6128,1
"1354",6131,1
"1355",6132,1
"1356",6134,1
"1357",6135,1
"1358",6136,1
"1359",6137,1
"1360",6138,1
"1361",6139,1
"1362",6140,1
"1363",6141,1
"1364",6143,1
"1365",6144,1
"1366",6145,1
"1367",6146,1
"1368",6147,1
"1369",6148,1
"1370",6149,1
"1371",6150,1
"1372",6151,1
"1373",6152,1
"1374",6153,1
"1375",6154,1
"1376",6155,1
"1377",6156,1
"1378",6157,1
"1379",6158,1
"1380",6159,1
"1381",6160,1
"1382",6161,1
"1383",6162,1
"1384",6163,1
"1385",6164,1
"1386",6165,1
"1387",6166,1
"1388",6167,1
"1389",6168,1
"1390",6169,1
"1391",6170,1
"1392",6171,1
"1393",6172,1
"1394",6173,1
"1395",6175,1
"1396",6176,1
"1397",6177,1
"1398",6178,1
"1399",6179,1
"1400",6180,1
"1401",6181,1
"1402",6182,1
"1403",6183,1
"1404",6184,1
"1405",6185,1
"1406",6186,1
"1407",6187,1
"1408",6188,1
"1409",6189,1
"1410",6190,1
"1411",6191,1
"1412",6192,1
"1413",6193,1
"1414",6194,1
"1415",6196,1
"1416",6197,1
"1417",6198,1
"1418",6199,1
"1419",6200,1
"1420",6201,1
"1421",6202,1
"1422",6203,1
"1423",6204,1
"1424",6205,1
"1425",6206,1
"1426",6207,1
"1427",6208,1
"1428",6209,1
"1429",6210,1
"1430",6211,1
"1431",6213,1
"1432",6214,1
"1433",6215,1
"1434",6216,1
"1435",6217,1
"1436",6218,1
"1437",6219,1
"1438",6220,1
"1439",6221,1
"1440",6222,1
"1441",6223,1
"1442",6224,1
"1443",6225,1
"1444",6226,1
"1445",6227,1
"1446",6228,1
"1447",6229,1
"1448",6230,1
"1449",6231,1
"1450",6232,1
"1451",6233,1
"1452",6234,1
"1453",6235,1
"1454",6236,1
"1455",6237,1
"1456",6238,1
"1457",6239,1
"1458",6240,1
"1459",6241,1
"1460",6242,1
"1461",6243,1
"1462",6244,1
"1463",6245,1
"1464",6246,1
"1465",6247,1
"1466",6248,1
"1467",6249,1
"1468",6250,1
"1469",6251,1
"1470",7001,1
"1471",7002,1
"1472",7006,1
"1473",7007,1
"1474",7008,1
"1475",7009,1
"1476",7010,1
"1477",7011,1
"1478",7012,1
"1479",7013,1
"1480",7014,1
"1481",7015,1
"1482",7016,1
"1483",7017,1
"1484",7018,1
"1485",7019,1
"1486",7020,1
"1487",7021,1
"1488",7022,1
"1489",7023,1
"1490",7024,1
"1491",7025,1
"1492",7026,1
"1493",7027,1
"1494",7028,1
"1495",7029,1
"1496",7030,1
"1497",7031,1
"1498",7032,1
"1499",7033,1
"1500",7034,1
"1501",7035,1
"1502",7036,1
"1503",7037,1
"1504",7038,1
"1505",7039,1
"1506",7040,1
"1507",7041,1
"1508",7042,1
"1509",7043,1
"1510",7044,1
"1511",7045,1
"1512",7046,1
"1513",7047,1
"1514",7048,1
"1515",7049,1
"1516",7050,1
"1517",7051,1
"1518",7052,1
"1519",7053,1
"1520",7054,1
"1521",7055,1
"1522",7056,1
"1523",7058,1
"1524",7060,1
"1525",7061,1
"1526",7062,1
"1527",7063,1
"1528",7064,1
"1529",7065,1
"1530",7066,1
"1531",7067,1
"1532",7068,1
"1533",7069,1
"1534",7070,1
"1535",7071,1
"1536",7072,1
"1537",7073,1
"1538",7074,1
"1539",7075,1
"1540",7076,1
"1541",7077,1
"1542",7078,1
"1543",7079,1
"1544",7080,1
"1545",7081,1
"1546",7082,1
"1547",7083,1
"1548",7086,1
"1549",7087,1
"1550",7088,1
"1551",7089,1
"1552",7090,1
"1553",7091,1
"1554",7092,1
"1555",7094,1
"1556",7095,1
"1557",7096,1
"1558",7097,1
"1559",7098,1
"1560",7099,1
"1561",7100,1
"1562",7101,1
"1563",7102,1
"1564",7103,1
"1565",7104,1
"1566",7105,1
"1567",7106,1
"1568",7107,1
"1569",7108,1
"1570",7109,1
"1571",7110,1
"1572",7111,1
"1573",7112,1
"1574",7113,1
"1575",7114,1
"1576",7115,1
"1577",7116,1
"1578",7119,1
"1579",7120,1
"1580",7121,1
"1581",7122,1
"1582",7123,1
"1583",7124,1
"1584",7125,1
"1585",7126,1
"1586",7127,1
"1587",7128,1
"1588",7129,1
"1589",7130,1
"1590",7131,1
"1591",7132,1
"1592",7133,1
"1593",7134,1
"1594",7135,1
"1595",7136,1
"1596",7137,1
"1597",7138,1
"1598",7139,1
"1599",7140,1
"1600",7141,1
"1601",7142,1
"1602",7143,1
"1603",7144,1
"1604",7145,1
"1605",7146,1
"1606",7147,1
"1607",7148,1
"1608",7149,1
"1609",7150,1
"1610",7151,1
"1611",7152,1
"1612",7153,1
"1613",7154,1
"1614",7155,1
"1615",7156,1
"1616",7157,1
"1617",7158,1
"1618",7159,1
"1619",7160,1
"1620",7161,1
"1621",7162,1
"1622",7164,1
"1623",7165,1
"1624",7166,1
"1625",7167,1
"1626",7168,1
"1627",7169,1
"1628",7170,1
"1629",7171,1
"1630",7172,1
"1631",7173,1
"1632",7174,1
"1633",7175,1
"1634",7176,1
"1635",7177,1
"1636",7178,1
"1637",7179,1
"1638",7181,1
"1639",7182,1
"1640",7183,1
"1641",7184,1
"1642",7185,1
"1643",7186,1
"1644",7187,1
"1645",7188,1
"1646",7189,1
"1647",7191,1
"1648",7192,1
"1649",7194,1
"1650",7195,1
"1651",7197,1
"1652",7198,1
"1653",7199,1
"1654",7200,1
"1655",7202,1
"1656",7203,1
"1657",7204,1
"1658",7205,1
"1659",7206,1
"1660",7207,1
"1661",7208,1
"1662",7209,1
"1663",7210,1
"1664",7211,1
